"Country","Year","Marriage_Rate","Same_Sex_Marriage","%Births_Outside_Marriage"
"Iraq",1995,5599.999905,"not legal",NA
"Iraq",2000,6800.000191,"not legal",NA
"Iraq",2004,9600.000381,"not legal",NA
"Iraq",2020,NA,"not legal",NA
"Ireland",1960,5500,"not legal",1.6
"Ireland",1961,5400,"not legal",1.6
"Ireland",1962,5500,"not legal",1.8
"Ireland",1963,5500,"not legal",1.8
"Ireland",1964,5600,"not legal",2
"Ireland",1965,5900,"not legal",2.2
"Ireland",1966,5800,"not legal",2.3
"Ireland",1967,6100,"not legal",2.5
"Ireland",1968,6500,"not legal",2.6
"Ireland",1969,6900,"not legal",2.6
"Ireland",1970,7000,"not legal",2.7
"Ireland",1971,7400,"not legal",2.7
"Ireland",1972,7300,"not legal",2.9
"Ireland",1973,7400,"not legal",3.2
"Ireland",1974,7300,"not legal",3.4
"Ireland",1975,6700,"not legal",3.7
"Ireland",1976,6400,"not legal",3.8
"Ireland",1977,6100,"not legal",4.2
"Ireland",1978,6400,"not legal",4.3
"Ireland",1979,6200,"not legal",4.6
"Ireland",1980,6400,"not legal",5.9
"Ireland",1981,6000,"not legal",6.2
"Ireland",1982,5800,"not legal",7.2
"Ireland",1983,5500,"not legal",7.9
"Ireland",1984,5200,"not legal",8
"Ireland",1985,5300,"not legal",8.5
"Ireland",1986,5200,"not legal",9.6
"Ireland",1987,5200,"not legal",10.9
"Ireland",1988,5200,"not legal",11.9
"Ireland",1989,5200,"not legal",12.8
"Ireland",1990,5100,"not legal",14.6
"Ireland",1991,4900,"not legal",16.9
"Ireland",1992,4700,"not legal",18
"Ireland",1993,4700,"not legal",19.9
"Ireland",1994,4600,"not legal",20.8
"Ireland",1995,4300,"not legal",22.3
"Ireland",1996,4400,"not legal",25.3
"Ireland",1997,4300,"not legal",26.8
"Ireland",1998,4500,"not legal",28.7
"Ireland",1999,4900,"not legal",31.1
"Ireland",2000,5000,"not legal",31.5
"Ireland",2001,5000,"not legal",31.3
"Ireland",2002,5200,"not legal",31.2
"Ireland",2003,5100,"not legal",31.2
"Ireland",2004,5200,"not legal",31.9
"Ireland",2005,5100,"not legal",31.8
"Ireland",2006,5200,"not legal",32.7
"Ireland",2007,5200,"not legal",33.1
"Ireland",2008,4900,"not legal",33.4
"Ireland",2009,4800,"not legal",33.4
"Ireland",2010,4500,"not legal",33.8
"Ireland",2011,4300,"not legal",33.9
"Ireland",2012,4500,"not legal",35.1
"Ireland",2013,4500,"not legal",NA
"Ireland",2014,4700,"not legal",NA
"Ireland",2015,4700,"legal",NA
"Ireland",2016,4800,"legal",NA
"Ireland",2017,4600,"legal",NA
"Isle of Man",1970,8300.000191,"not legal",NA
"Isle of Man",1985,5300.000191,"not legal",NA
"Isle of Man",1995,5900.000095,"not legal",NA
"Isle of Man",2003,5300.000191,"not legal",NA
"Isle of Man",2004,5099.999905,"not legal",NA
"Isle of Man",2020,NA,"not legal",NA
"Israel",1970,8900,"not legal",NA
"Israel",1985,6900,"not legal",NA
"Israel",1986,7000,"not legal",NA
"Israel",1987,6900,"not legal",NA
"Israel",1988,7000,"not legal",NA
"Israel",1989,7100,"not legal",NA
"Israel",1990,6800,"not legal",NA
"Israel",1991,6500,"not legal",NA
"Israel",1992,6400,"not legal",NA
"Israel",1993,6600,"not legal",NA
"Israel",1994,6700,"not legal",NA
"Israel",1995,6500,"not legal",NA
"Israel",1996,6300,"not legal",NA
"Israel",1997,6500,"not legal",NA
"Israel",1998,6700,"not legal",NA
"Israel",1999,6600,"not legal",NA
"Israel",2000,6400,"not legal",NA
"Israel",2001,6300,"not legal",NA
"Israel",2002,6200,"not legal",5.3
"Israel",2003,6100,"not legal",5.8
"Israel",2004,5900,"not legal",5.6
"Israel",2005,5900,"not legal",5.5
"Israel",2006,6300,"some rights",5.6
"Israel",2007,6500,"some rights",5.6
"Israel",2008,6800,"some rights",5.7
"Israel",2009,6500,"some rights",5.8
"Israel",2010,6300,"some rights",5.8
"Israel",2011,6600,"some rights",6
"Israel",2012,6400,"some rights",5.8
"Israel",2013,6500,"some rights",6.1
"Israel",2014,6200,"some rights",6.3
"Israel",2015,6400,"some rights",NA
"Israel",2016,6200,"some rights",NA
"Italy",1960,7700,"not legal",2.4
"Italy",1961,7900,"not legal",2.4
"Italy",1962,8000,"not legal",2.2
"Italy",1963,8200,"not legal",2.2
"Italy",1964,8100,"not legal",2
"Italy",1965,7700,"not legal",2
"Italy",1966,7300,"not legal",2
"Italy",1967,7200,"not legal",2
"Italy",1968,7000,"not legal",2
"Italy",1969,7200,"not legal",2
"Italy",1970,7300,"not legal",2.2
"Italy",1971,7500,"not legal",2.3
"Italy",1972,7700,"not legal",2.5
"Italy",1973,7600,"not legal",2.5
"Italy",1974,7300,"not legal",2.6
"Italy",1975,6700,"not legal",2.6
"Italy",1976,6400,"not legal",3.1
"Italy",1977,6200,"not legal",3.5
"Italy",1978,5900,"not legal",3.9
"Italy",1979,5800,"not legal",3.9
"Italy",1980,5700,"not legal",4.3
"Italy",1981,5600,"not legal",4.4
"Italy",1982,5500,"not legal",4.7
"Italy",1983,5400,"not legal",4.9
"Italy",1984,5300,"not legal",5.1
"Italy",1985,5300,"not legal",5.4
"Italy",1986,5300,"not legal",5.6
"Italy",1987,5400,"not legal",5.8
"Italy",1988,5600,"not legal",5.8
"Italy",1989,5700,"not legal",6.1
"Italy",1990,5600,"not legal",6.5
"Italy",1991,5500,"not legal",6.7
"Italy",1992,5500,"not legal",6.7
"Italy",1993,5300,"not legal",7.4
"Italy",1994,5100,"not legal",7.8
"Italy",1995,5100,"not legal",8.1
"Italy",1996,4900,"not legal",8.3
"Italy",1997,4900,"not legal",7
"Italy",1998,4900,"not legal",8.7
"Italy",1999,4900,"not legal",9.2
"Italy",2000,5000,"not legal",9.7
"Italy",2001,4600,"not legal",9.9
"Italy",2002,4700,"not legal",10.9
"Italy",2003,4600,"not legal",13
"Italy",2004,4300,"not legal",NA
"Italy",2005,4300,"not legal",15.2
"Italy",2006,4200,"not legal",16.2
"Italy",2007,4300,"not legal",17.7
"Italy",2008,4200,"not legal",18.9
"Italy",2009,3900,"not legal",19.8
"Italy",2010,3700,"not legal",21.5
"Italy",2011,3400,"not legal",23.4
"Italy",2012,3500,"not legal",24.5
"Italy",2013,3200,"not legal",26.9
"Italy",2014,3100,"not legal",28.8
"Italy",2015,3200,"not legal",NA
"Italy",2016,3400,"some rights",NA
"Italy",2017,3200,"some rights",NA
"Jamaica",1970,4900.000095,"not legal",NA
"Jamaica",1985,5099.999905,"not legal",NA
"Jamaica",1995,6699.999809,"not legal",NA
"Jamaica",2005,9800.000191,"not legal",NA
"Jamaica",2006,8699.999809,"not legal",NA
"Jamaica",2020,NA,"not legal",NA
"Japan",1960,9300,"not legal",1.2
"Japan",1963,9700,"not legal",NA
"Japan",1964,9900,"not legal",NA
"Japan",1965,9700,"not legal",1
"Japan",1966,9500,"not legal",NA
"Japan",1967,9600,"not legal",NA
"Japan",1968,9500,"not legal",NA
"Japan",1969,9600,"not legal",NA
"Japan",1970,10000,"not legal",0.9
"Japan",1971,10500,"not legal",NA
"Japan",1972,10400,"not legal",NA
"Japan",1973,9900,"not legal",NA
"Japan",1974,9100,"not legal",NA
"Japan",1975,8500,"not legal",0.8
"Japan",1976,7800,"not legal",NA
"Japan",1977,7200,"not legal",NA
"Japan",1978,6900,"not legal",NA
"Japan",1979,6800,"not legal",NA
"Japan",1980,6700,"not legal",0.8
"Japan",1981,6600,"not legal",NA
"Japan",1982,6600,"not legal",NA
"Japan",1983,6400,"not legal",NA
"Japan",1984,6200,"not legal",NA
"Japan",1985,6100,"not legal",1
"Japan",1986,5900,"not legal",NA
"Japan",1987,5700,"not legal",NA
"Japan",1988,5800,"not legal",NA
"Japan",1989,5800,"not legal",NA
"Japan",1990,5900,"not legal",1.1
"Japan",1991,6000,"not legal",NA
"Japan",1992,6100,"not legal",NA
"Japan",1993,6400,"not legal",NA
"Japan",1994,6300,"not legal",NA
"Japan",1995,6400,"not legal",1.2
"Japan",1996,6400,"not legal",NA
"Japan",1997,6200,"not legal",NA
"Japan",1998,6300,"not legal",NA
"Japan",1999,6100,"not legal",NA
"Japan",2000,6400,"not legal",1.6
"Japan",2001,6400,"not legal",1.7
"Japan",2002,6000,"not legal",1.9
"Japan",2003,5900,"not legal",1.9
"Japan",2004,5700,"not legal",2
"Japan",2005,5700,"not legal",2
"Japan",2006,5800,"not legal",2.1
"Japan",2007,5700,"not legal",2
"Japan",2008,5800,"not legal",2.1
"Japan",2009,5600,"not legal",2.1
"Japan",2010,5500,"not legal",2.1
"Japan",2011,5200,"not legal",2.2
"Japan",2012,5300,"not legal",2.2
"Japan",2013,5300,"not legal",2.2
"Japan",2014,5100,"not legal",2.3
"Japan",2015,5100,"not legal",NA
"Japan",2016,5000,"not legal",NA
"Japan",2017,4900,"not legal",NA
"Japan",2020,NA,"not legal",NA
"Jordan",1970,7199.999809,"not legal",NA
"Jordan",1985,7400.000095,"not legal",NA
"Jordan",1995,8199.999809,"not legal",NA
"Jordan",2005,10199.99981,"not legal",NA
"Jordan",2006,10399.99962,"not legal",NA
"Jordan",2020,NA,"not legal",NA
"Kazakhstan",1970,9500,"not legal",NA
"Kazakhstan",1985,10100.00038,"not legal",NA
"Kazakhstan",1995,7400.000095,"not legal",NA
"Kazakhstan",2005,8100.000381,"not legal",NA
"Kazakhstan",2006,9000,"not legal",NA
"Kazakhstan",2020,NA,"not legal",NA
"Kiribati",1970,6800.000191,"not legal",NA
"Kiribati",2020,NA,"not legal",NA
"Kosovo",2003,8500,"not legal",NA
"Kosovo",2004,8400,"not legal",NA
"Kosovo",2005,7600,"not legal",NA
"Kosovo",2006,7500,"not legal",NA
"Kosovo",2007,7900,"not legal",NA
"Kosovo",2008,8300,"not legal",NA
"Kosovo",2009,8900,"not legal",NA
"Kosovo",2011,9300,"not legal",NA
"Kosovo",2012,9500,"not legal",NA
"Kosovo",2015,9100,"not legal",NA
"Kosovo",2016,9000,"not legal",NA
"Kosovo",2017,9600,"not legal",NA
"Kosovo",2020,NA,"not legal",NA
"Kuwait",1970,3900.000095,"not legal",NA
"Kuwait",1985,5699.999809,"not legal",NA
"Kuwait",1995,6000,"not legal",NA
"Kuwait",2005,4599.999905,"not legal",NA
"Kuwait",2006,4500,"not legal",NA
"Kuwait",2020,NA,"not legal",NA
"Kyrgyzstan",1970,9199.999809,"not legal",NA
"Kyrgyzstan",1985,10100.00038,"not legal",NA
"Kyrgyzstan",1995,6000,"not legal",NA
"Kyrgyzstan",2005,7300.000191,"not legal",NA
"Kyrgyzstan",2006,8399.999619,"not legal",NA
"Kyrgyzstan",2020,NA,"not legal",NA
"Latvia",1960,11000,"not legal",11.9
"Latvia",1961,10500,"not legal",12.3
"Latvia",1962,10000,"not legal",12.4
"Latvia",1963,9500,"not legal",12.3
"Latvia",1964,8600,"not legal",12.8
"Latvia",1965,8800,"not legal",13.3
"Latvia",1966,9800,"not legal",12.6
"Latvia",1967,9900,"not legal",12.3
"Latvia",1968,10200,"not legal",12.1
"Latvia",1969,10000,"not legal",8.3
"Latvia",1970,10200,"not legal",11.4
"Latvia",1971,10000,"not legal",11.1
"Latvia",1972,9400,"not legal",11.7
"Latvia",1973,9800,"not legal",11.7
"Latvia",1974,10000,"not legal",11.6
"Latvia",1975,10000,"not legal",11.7
"Latvia",1976,9600,"not legal",12.2
"Latvia",1977,10000,"not legal",12.1
"Latvia",1978,10200,"not legal",12
"Latvia",1979,10000,"not legal",12.3
"Latvia",1980,9800,"not legal",12.5
"Latvia",1981,9800,"not legal",12.9
"Latvia",1982,9700,"not legal",13.2
"Latvia",1983,9500,"not legal",13.5
"Latvia",1984,9200,"not legal",14.3
"Latvia",1985,9300,"not legal",14.4
"Latvia",1986,9700,"not legal",15
"Latvia",1987,9700,"not legal",15.5
"Latvia",1988,9500,"not legal",15.5
"Latvia",1989,9200,"not legal",15.9
"Latvia",1990,8900,"not legal",16.9
"Latvia",1991,8400,"not legal",18.4
"Latvia",1992,7200,"not legal",19.6
"Latvia",1993,5700,"not legal",23
"Latvia",1994,4600,"not legal",26.4
"Latvia",1995,4500,"not legal",29.9
"Latvia",1996,3900,"not legal",33.1
"Latvia",1997,4000,"not legal",34.8
"Latvia",1998,4000,"not legal",37.1
"Latvia",1999,3900,"not legal",39.1
"Latvia",2000,3900,"not legal",40.4
"Latvia",2001,4000,"not legal",42.1
"Latvia",2002,4200,"not legal",43.1
"Latvia",2003,4400,"not legal",44.3
"Latvia",2004,4600,"not legal",45.3
"Latvia",2005,5600,"not legal",44.7
"Latvia",2006,6600,"not legal",43.8
"Latvia",2007,7000,"not legal",43.2
"Latvia",2008,5900,"not legal",43.2
"Latvia",2009,4600,"not legal",43.5
"Latvia",2010,4400,"not legal",44.4
"Latvia",2011,5200,"not legal",44.6
"Latvia",2012,5500,"not legal",45
"Latvia",2013,5700,"not legal",44.6
"Latvia",2014,6300,"not legal",44
"Latvia",2015,6900,"not legal",NA
"Latvia",2016,6600,"not legal",NA
"Latvia",2017,6800,"not legal",NA
"Latvia",2020,NA,"not legal",NA
"Lebanon",1970,7900.000095,"not legal",NA
"Lebanon",1990,10100.00038,"not legal",NA
"Lebanon",1995,8800.000191,"not legal",NA
"Lebanon",2005,7400.000095,"not legal",NA
"Lebanon",2006,7199.999809,"not legal",NA
"Lebanon",2020,NA,"not legal",NA
"Libya",1970,7300.000191,"not legal",NA
"Libya",1985,4900.000095,"not legal",NA
"Libya",1995,4800.000191,"not legal",NA
"Libya",2001,5300.000191,"not legal",NA
"Libya",2002,6000,"not legal",NA
"Libya",2020,NA,"not legal",NA
"Liechtenstein",1960,5700,"not legal",NA
"Liechtenstein",1961,7200,"not legal",NA
"Liechtenstein",1962,6700,"not legal",NA
"Liechtenstein",1963,5700,"not legal",NA
"Liechtenstein",1964,7600,"not legal",NA
"Liechtenstein",1965,6900,"not legal",NA
"Liechtenstein",1966,6000,"not legal",NA
"Liechtenstein",1967,7000,"not legal",NA
"Liechtenstein",1968,7400,"not legal",NA
"Liechtenstein",1969,7500,"not legal",NA
"Liechtenstein",1970,5900,"not legal",NA
"Liechtenstein",1971,7300,"not legal",NA
"Liechtenstein",1972,6800,"not legal",NA
"Liechtenstein",1973,5500,"not legal",NA
"Liechtenstein",1974,5700,"not legal",NA
"Liechtenstein",1975,6800,"not legal",NA
"Liechtenstein",1976,6900,"not legal",NA
"Liechtenstein",1977,6000,"not legal",NA
"Liechtenstein",1978,6000,"not legal",NA
"Liechtenstein",1979,6100,"not legal",NA
"Liechtenstein",1980,7100,"not legal",NA
"Liechtenstein",1981,6500,"not legal",NA
"Liechtenstein",1982,6400,"not legal",NA
"Liechtenstein",1983,7000,"not legal",NA
"Liechtenstein",1984,7300,"not legal",NA
"Liechtenstein",1985,6500,"not legal",NA
"Liechtenstein",1986,5400,"not legal",NA
"Liechtenstein",1987,6000,"not legal",NA
"Liechtenstein",1988,6400,"not legal",NA
"Liechtenstein",1989,5700,"not legal",NA
"Liechtenstein",1990,5600,"not legal",NA
"Liechtenstein",1991,6300,"not legal",NA
"Liechtenstein",1992,14200,"not legal",NA
"Liechtenstein",1993,7500,"not legal",NA
"Liechtenstein",1994,13000,"not legal",NA
"Liechtenstein",1995,13200,"not legal",NA
"Liechtenstein",1996,14100,"not legal",NA
"Liechtenstein",1997,12600,"not legal",NA
"Liechtenstein",1999,7000,"not legal",NA
"Liechtenstein",2000,7200,"not legal",NA
"Liechtenstein",2001,6000,"not legal",NA
"Liechtenstein",2002,5100,"not legal",NA
"Liechtenstein",2003,4400,"not legal",NA
"Liechtenstein",2004,4800,"not legal",NA
"Liechtenstein",2005,5400,"not legal",NA
"Liechtenstein",2006,4300,"not legal",NA
"Liechtenstein",2007,5200,"not legal",NA
"Liechtenstein",2008,5800,"not legal",NA
"Liechtenstein",2009,4300,"not legal",NA
"Liechtenstein",2010,5000,"not legal",NA
"Liechtenstein",2011,4500,"some rights",NA
"Liechtenstein",2012,5000,"some rights",NA
"Lithuania",1960,10100,"not legal",NA
"Lithuania",1961,9900,"not legal",NA
"Lithuania",1962,9300,"not legal",NA
"Lithuania",1963,8700,"not legal",NA
"Lithuania",1964,8600,"not legal",NA
"Lithuania",1965,8400,"not legal",NA
"Lithuania",1966,9200,"not legal",NA
"Lithuania",1967,9200,"not legal",NA
"Lithuania",1968,9500,"not legal",NA
"Lithuania",1969,9700,"not legal",NA
"Lithuania",1970,9500,"not legal",3.7
"Lithuania",1971,9200,"not legal",5
"Lithuania",1972,8800,"not legal",6
"Lithuania",1973,8800,"not legal",5.9
"Lithuania",1974,8800,"not legal",6.1
"Lithuania",1975,9000,"not legal",6.2
"Lithuania",1976,9000,"not legal",6.1
"Lithuania",1977,9200,"not legal",6.6
"Lithuania",1978,9100,"not legal",8.4
"Lithuania",1979,9400,"not legal",6.6
"Lithuania",1980,9200,"not legal",6.3
"Lithuania",1981,9100,"not legal",6.9
"Lithuania",1982,9400,"not legal",7.3
"Lithuania",1983,9600,"not legal",7.5
"Lithuania",1984,9700,"not legal",7.2
"Lithuania",1985,9700,"not legal",7
"Lithuania",1986,9900,"not legal",7
"Lithuania",1987,9700,"not legal",7.1
"Lithuania",1988,9600,"not legal",6.5
"Lithuania",1989,9400,"not legal",6.7
"Lithuania",1990,9800,"not legal",7
"Lithuania",1991,9200,"not legal",7
"Lithuania",1992,8100,"not legal",7.9
"Lithuania",1993,6400,"not legal",9.1
"Lithuania",1994,6400,"not legal",10.9
"Lithuania",1995,6100,"not legal",12.8
"Lithuania",1996,5700,"not legal",14.3
"Lithuania",1997,5300,"not legal",16.5
"Lithuania",1998,5200,"not legal",18
"Lithuania",1999,5100,"not legal",19.8
"Lithuania",2000,4800,"not legal",22.6
"Lithuania",2001,4500,"not legal",25.4
"Lithuania",2002,4700,"not legal",28
"Lithuania",2003,5000,"not legal",29.5
"Lithuania",2004,5700,"not legal",28.5
"Lithuania",2005,6000,"not legal",28
"Lithuania",2006,6500,"not legal",28.8
"Lithuania",2007,7100,"not legal",27.8
"Lithuania",2008,7500,"not legal",26.6
"Lithuania",2009,6500,"not legal",25.4
"Lithuania",2010,6000,"not legal",25.7
"Lithuania",2011,6300,"not legal",27.7
"Lithuania",2012,6900,"not legal",28.8
"Lithuania",2013,6900,"not legal",29.5
"Lithuania",2014,7600,"not legal",29
"Lithuania",2015,7600,"not legal",NA
"Lithuania",2016,7400,"not legal",NA
"Lithuania",2017,7500,"not legal",NA
"Lithuania",2020,NA,"not legal",NA
"Luxembourg",1960,7100,"not legal",3.2
"Luxembourg",1961,7000,"not legal",3.4
"Luxembourg",1962,6700,"not legal",3.1
"Luxembourg",1963,6600,"not legal",3.1
"Luxembourg",1964,6600,"not legal",3.2
"Luxembourg",1965,6600,"not legal",3.7
"Luxembourg",1966,6600,"not legal",3.2
"Luxembourg",1967,6400,"not legal",3.5
"Luxembourg",1968,6500,"not legal",3.2
"Luxembourg",1969,6600,"not legal",3
"Luxembourg",1970,6400,"not legal",4
"Luxembourg",1971,6500,"not legal",3.9
"Luxembourg",1972,6600,"not legal",4.2
"Luxembourg",1973,5900,"not legal",4.1
"Luxembourg",1974,6200,"not legal",4.4
"Luxembourg",1975,6800,"not legal",4.2
"Luxembourg",1976,6200,"not legal",4.6
"Luxembourg",1977,6200,"not legal",4.6
"Luxembourg",1978,5900,"not legal",4.2
"Luxembourg",1979,5700,"not legal",5.6
"Luxembourg",1980,5900,"not legal",6
"Luxembourg",1981,5400,"not legal",7.1
"Luxembourg",1982,5700,"not legal",6.2
"Luxembourg",1983,5400,"not legal",8.1
"Luxembourg",1984,5400,"not legal",8.2
"Luxembourg",1985,5400,"not legal",8.7
"Luxembourg",1986,5100,"not legal",10.2
"Luxembourg",1987,5300,"not legal",11
"Luxembourg",1988,5600,"not legal",12.1
"Luxembourg",1989,5800,"not legal",11.6
"Luxembourg",1990,6100,"not legal",12.8
"Luxembourg",1991,6700,"not legal",12.2
"Luxembourg",1992,6400,"not legal",12.7
"Luxembourg",1993,6000,"not legal",12.9
"Luxembourg",1994,5800,"not legal",12.7
"Luxembourg",1995,5100,"not legal",13.1
"Luxembourg",1996,5100,"not legal",15
"Luxembourg",1997,4800,"not legal",16.8
"Luxembourg",1998,4800,"not legal",17.5
"Luxembourg",1999,4900,"not legal",18.6
"Luxembourg",2000,4900,"not legal",21.9
"Luxembourg",2001,4500,"not legal",22.3
"Luxembourg",2002,4500,"not legal",23.2
"Luxembourg",2003,4400,"not legal",25
"Luxembourg",2004,4400,"not legal",26.1
"Luxembourg",2005,4400,"not legal",27.2
"Luxembourg",2006,4100,"not legal",28.8
"Luxembourg",2007,4100,"not legal",29.2
"Luxembourg",2008,3900,"not legal",30.2
"Luxembourg",2009,3500,"not legal",32.1
"Luxembourg",2010,3500,"not legal",34
"Luxembourg",2011,3300,"not legal",34.1
"Luxembourg",2012,3400,"not legal",37.1
"Luxembourg",2013,3200,"not legal",37.8
"Luxembourg",2014,3000,"legal",39.1
"Luxembourg",2015,3600,"legal",NA
"Luxembourg",2016,3200,"legal",NA
"Luxembourg",2017,3200,"legal",NA
"Macao",1970,699.999988,"not legal",NA
"Macao",1985,11199.99981,"not legal",NA
"Macao",1995,5199.999809,"not legal",NA
"Macao",2005,3700.000048,"not legal",NA
"Macao",2006,4199.999809,"not legal",NA
"Macao",2020,NA,"not legal",NA
"Madagascar",1970,2500,"not legal",NA
"Madagascar",2020,NA,"not legal",NA
"Maldives",1972,35000,"not legal",NA
"Maldives",1986,9600.000381,"not legal",NA
"Maldives",1995,20399.99962,"not legal",NA
"Maldives",2004,11699.99981,"not legal",NA
"Maldives",2005,16700.00076,"not legal",NA
"Maldives",2020,NA,"not legal",NA
"Mali",1987,4400.000095,"not legal",NA
"Mali",2020,NA,"not legal",NA
"Malta",1960,6000,"not legal",0.7
"Malta",1961,6000,"not legal",0.7
"Malta",1962,5800,"not legal",0.9
"Malta",1963,6300,"not legal",1
"Malta",1964,6400,"not legal",1.2
"Malta",1965,6200,"not legal",1
"Malta",1966,6200,"not legal",1.1
"Malta",1967,6500,"not legal",1.3
"Malta",1968,7000,"not legal",1.6
"Malta",1969,7200,"not legal",1.4
"Malta",1970,7900,"not legal",1.5
"Malta",1971,8900,"not legal",1.1
"Malta",1972,9700,"not legal",1.3
"Malta",1973,11000,"not legal",1.2
"Malta",1974,11600,"not legal",1.1
"Malta",1975,9200,"not legal",1.2
"Malta",1976,9600,"not legal",1.1
"Malta",1977,9900,"not legal",1
"Malta",1978,9200,"not legal",1
"Malta",1979,8600,"not legal",0.9
"Malta",1980,8800,"not legal",1.1
"Malta",1981,9000,"not legal",0.9
"Malta",1982,8600,"not legal",0.9
"Malta",1983,8400,"not legal",0.7
"Malta",1984,8000,"not legal",0.7
"Malta",1985,7600,"not legal",1.2
"Malta",1986,7700,"not legal",1.5
"Malta",1987,7100,"not legal",1.2
"Malta",1988,7300,"not legal",1.7
"Malta",1989,7100,"not legal",1.7
"Malta",1990,7100,"not legal",1.8
"Malta",1991,7100,"not legal",2
"Malta",1992,6600,"not legal",2.3
"Malta",1993,6800,"not legal",2.2
"Malta",1994,6700,"not legal",2.9
"Malta",1995,6100,"not legal",4.6
"Malta",1996,6200,"not legal",2.7
"Malta",1997,6400,"not legal",5.8
"Malta",1998,6500,"not legal",7.6
"Malta",1999,6400,"not legal",9.6
"Malta",2000,6700,"not legal",10.6
"Malta",2001,5600,"not legal",13.2
"Malta",2002,5700,"not legal",14.3
"Malta",2003,5900,"not legal",16.3
"Malta",2004,6000,"not legal",19.1
"Malta",2005,5900,"not legal",20
"Malta",2006,6300,"not legal",22.4
"Malta",2007,6100,"not legal",24.9
"Malta",2008,6100,"not legal",25.4
"Malta",2009,5700,"not legal",27.4
"Malta",2010,6300,"not legal",25.3
"Malta",2011,6200,"not legal",23
"Malta",2012,6700,"not legal",25.7
"Malta",2013,6100,"not legal",25.9
"Malta",2014,6600,"not legal",25.9
"Malta",2015,6700,"not legal",NA
"Malta",2016,6700,"not legal",NA
"Malta",2017,6300,"legal",NA
"Marshall Islands",1994,3400.000095,"not legal",NA
"Marshall Islands",2020,NA,"not legal",NA
"Martinique",1970,5400.000095,"not legal",NA
"Martinique",1985,3900.000095,"not legal",NA
"Martinique",1997,4099.999905,"not legal",NA
"Martinique",2005,3700.000048,"not legal",NA
"Martinique",2006,3700.000048,"not legal",NA
"Mauritius",1988,11000,"not legal",NA
"Mauritius",1995,9500,"not legal",NA
"Mauritius",2005,9100.000381,"not legal",NA
"Mauritius",2006,9199.999809,"not legal",NA
"Mauritius",2020,NA,"not legal",NA
"Mexico",1970,7000,"not legal",NA
"Mexico",1980,7100,"not legal",NA
"Mexico",1985,7400,"not legal",28.7
"Mexico",1986,NA,"not legal",29.5
"Mexico",1987,NA,"not legal",32
"Mexico",1988,NA,"not legal",31
"Mexico",1989,NA,"not legal",31.8
"Mexico",1990,7400,"not legal",33.2
"Mexico",1991,7400,"not legal",35.2
"Mexico",1992,7400,"not legal",36.1
"Mexico",1993,7200,"not legal",37.8
"Mexico",1994,7200,"not legal",37.8
"Mexico",1995,7000,"not legal",37.1
"Mexico",1996,7000,"not legal",38.1
"Mexico",1997,7300,"not legal",39.3
"Mexico",1998,7200,"not legal",40
"Mexico",1999,7500,"not legal",41
"Mexico",2000,7000,"not legal",41.6
"Mexico",2001,6500,"not legal",44
"Mexico",2002,6000,"not legal",45.7
"Mexico",2003,5600,"not legal",46.3
"Mexico",2004,5700,"not legal",48.2
"Mexico",2005,5600,"not legal",50.1
"Mexico",2006,5400,"not legal",50.7
"Mexico",2007,5400,"not legal",53.4
"Mexico",2008,5300,"not legal",55.4
"Mexico",2009,5000,"some rights",58.3
"Mexico",2010,5000,"some rights",59.4
"Mexico",2011,4900,"some rights",60.7
"Mexico",2012,5000,"some rights",62.3
"Mexico",2013,4900,"some rights",63.7
"Mexico",2014,4800,"some rights",64.9
"Mexico",2015,4600,"some rights",NA
"Mexico",2016,4400,"some rights",NA
"Mexico",2017,4300,"some rights",NA
"Moldova",2004,7000,"not legal",NA
"Moldova",2005,7600,"not legal",NA
"Moldova",2006,7600,"not legal",NA
"Moldova",2007,8200,"not legal",NA
"Moldova",2008,7500,"not legal",NA
"Moldova",2009,7500,"not legal",NA
"Moldova",2010,7400,"not legal",NA
"Moldova",2011,7300,"not legal",NA
"Moldova",2012,6800,"not legal",NA
"Moldova",2013,6900,"not legal",NA
"Moldova",2014,7200,"not legal",NA
"Moldova",2020,NA,"not legal",NA
"Monaco",1970,6900.000095,"not legal",NA
"Monaco",1983,7199.999809,"not legal",NA
"Monaco",1995,6000,"not legal",NA
"Monaco",2004,5200,"not legal",NA
"Monaco",2005,5000,"not legal",NA
"Monaco",2020,NA,"not legal",NA
"Mongolia",1970,3200.000048,"not legal",NA
"Mongolia",1985,9300.000191,"not legal",NA
"Mongolia",1995,6800.000191,"not legal",NA
"Mongolia",2005,5900.000095,"not legal",NA
"Mongolia",2007,15699.99981,"not legal",NA
"Mongolia",2020,NA,"not legal",NA
"Montenegro",1970,7800.000191,"not legal",NA
"Montenegro",1985,7199.999809,"not legal",NA
"Montenegro",1995,6000,"not legal",NA
"Montenegro",2005,5400,"not legal",NA
"Montenegro",2006,5600,"not legal",NA
"Montenegro",2007,6500,"not legal",NA
"Montenegro",2008,5600,"not legal",NA
"Montenegro",2009,6100,"not legal",NA
"Montenegro",2010,5900,"not legal",NA
"Montenegro",2012,5300,"not legal",NA
"Montenegro",2013,6200,"not legal",NA
"Montenegro",2014,5700,"not legal",NA
"Montenegro",2015,6200,"not legal",NA
"Montenegro",2016,5100,"not legal",NA
"Montenegro",2017,5300,"not legal",NA
"Montenegro",2020,NA,"not legal",NA
