Entity,Code,Year,"Crude divorce rate (per 1,000 inhabitants)",Duration of marriages ending in divorce,143153-annotations,Share of single parent families,"Estimated average age at marriage, women"
Serbia,SRB,2011,1.1,NA,NA,10.2,NA
Serbia,SRB,2012,1,NA,NA,NA,NA
Serbia,SRB,2013,1.1,NA,NA,NA,NA
Serbia,SRB,2014,1.1,NA,NA,NA,26.6
Serbia,SRB,2015,1.3,NA,NA,NA,NA
Serbia,SRB,2016,1.3,NA,NA,NA,NA
Serbia,SRB,2017,1.3,NA,NA,NA,NA
Seychelles,SYC,1970,0.2,NA,NA,NA,NA
Seychelles,SYC,1971,NA,NA,NA,NA,25.6
Seychelles,SYC,1981,NA,NA,NA,NA,22.799999
Seychelles,SYC,1985,0.69999999,NA,NA,NA,NA
Seychelles,SYC,1987,NA,NA,NA,NA,23.799999
Seychelles,SYC,1994,NA,NA,NA,NA,24.799999
Seychelles,SYC,1995,1.2,NA,NA,NA,NA
Seychelles,SYC,2002,NA,NA,NA,NA,25.200001
Seychelles,SYC,2005,1.7,NA,NA,NA,NA
Seychelles,SYC,2006,1.7,NA,NA,NA,NA
Sierra Leone,SLE,1992,NA,NA,NA,NA,19.799999
Sierra Leone,SLE,2000,NA,NA,NA,NA,18.6
Sierra Leone,SLE,2005,NA,NA,NA,NA,19.5
Sierra Leone,SLE,2008,NA,NA,NA,4.5,20.5
Sierra Leone,SLE,2010,NA,NA,NA,NA,21
Sierra Leone,SLE,2013,NA,NA,NA,4.8,21.799999
Sierra Leone,SLE,2017,NA,NA,NA,NA,23.1
Singapore,SGP,1970,NA,NA,NA,NA,24.200001
Singapore,SGP,1979,0.60000002,NA,NA,NA,NA
Singapore,SGP,1980,NA,8.7,Median duration,NA,26.200001
Singapore,SGP,1981,NA,8.6,Median duration,NA,NA
Singapore,SGP,1982,NA,8.9,Median duration,NA,NA
Singapore,SGP,1983,NA,8.9,Median duration,NA,NA
Singapore,SGP,1984,NA,9.2,Median duration,NA,NA
Singapore,SGP,1985,0.69999999,8.8,Median duration,NA,NA
Singapore,SGP,1986,NA,8.9,Median duration,NA,NA
Singapore,SGP,1987,NA,9,Median duration,NA,NA
Singapore,SGP,1988,NA,9,Median duration,NA,NA
Singapore,SGP,1989,NA,9,Median duration,NA,NA
Singapore,SGP,1990,NA,9.2,Median duration,NA,27
Singapore,SGP,1991,NA,10,Median duration,NA,NA
Singapore,SGP,1992,NA,10.3,Median duration,NA,NA
Singapore,SGP,1993,NA,9.6,Median duration,NA,NA
Singapore,SGP,1994,NA,10,Median duration,NA,NA
Singapore,SGP,1995,1.2,10.5,Median duration,NA,NA
Singapore,SGP,1996,NA,10.2,Median duration,NA,NA
Singapore,SGP,1997,NA,9.9,Median duration,NA,NA
Singapore,SGP,1998,NA,9.8,Median duration,NA,NA
Singapore,SGP,1999,NA,9.8,Median duration,NA,NA
Singapore,SGP,2000,NA,9.6,Median duration,NA,26.5
Singapore,SGP,2001,NA,9.5,Median duration,NA,NA
Singapore,SGP,2002,NA,9.6,Median duration,NA,NA
Singapore,SGP,2003,NA,9.6,Median duration,NA,NA
Singapore,SGP,2004,NA,9.2,Median duration,NA,NA
Singapore,SGP,2005,1.5,9.3,Median duration,NA,NA
Singapore,SGP,2006,1.5,9.6,Median duration,NA,NA
Singapore,SGP,2007,NA,9.6,Median duration,NA,NA
Singapore,SGP,2008,NA,9.9,Median duration,NA,NA
Singapore,SGP,2009,NA,10.1,Median duration,NA,NA
Singapore,SGP,2010,NA,10.6,Median duration,NA,27.9
Singapore,SGP,2011,NA,10.5,Median duration,NA,NA
Singapore,SGP,2012,NA,10.3,Median duration,NA,NA
Singapore,SGP,2013,NA,10.4,Median duration,NA,NA
Singapore,SGP,2014,NA,10.4,Median duration,NA,NA
Singapore,SGP,2015,NA,10,Median duration,NA,NA
Singapore,SGP,2016,NA,10,Median duration,NA,NA
Singapore,SGP,2017,NA,10.3,Median duration,NA,NA
Singapore,SGP,2018,NA,10.2,Median duration,NA,NA
Singapore,SGP,2019,NA,10.4,Median duration,NA,NA
Sint Maarten (Dutch part),SXM,2011,NA,NA,NA,16.1,28
Slovakia,SVK,1960,0.60000002,NA,NA,NA,NA
Slovakia,SVK,1961,0.60000002,NA,NA,NA,NA
Slovakia,SVK,1962,0.60000002,NA,NA,NA,NA
Slovakia,SVK,1963,0.5,NA,NA,NA,NA
Slovakia,SVK,1964,0.5,NA,NA,NA,NA
Slovakia,SVK,1965,0.60000002,NA,NA,NA,NA
Slovakia,SVK,1966,0.60000002,NA,NA,NA,NA
Slovakia,SVK,1967,0.60000002,NA,NA,NA,NA
Slovakia,SVK,1968,0.69999999,NA,NA,NA,NA
Slovakia,SVK,1969,0.69999999,NA,NA,NA,NA
Slovakia,SVK,1970,0.80000001,NA,NA,NA,NA
Slovakia,SVK,1971,1,NA,NA,NA,NA
Slovakia,SVK,1972,0.89999998,NA,NA,NA,NA
Slovakia,SVK,1973,0.89999998,NA,NA,NA,NA
Slovakia,SVK,1974,1.2,NA,NA,NA,NA
Slovakia,SVK,1975,1.3,NA,NA,NA,NA
Slovakia,SVK,1976,1.3,NA,NA,NA,NA
Slovakia,SVK,1977,1.2,NA,NA,NA,NA
Slovakia,SVK,1978,1.3,NA,NA,NA,NA
Slovakia,SVK,1979,1.2,NA,NA,NA,NA
Slovakia,SVK,1980,1.3,NA,NA,NA,NA
Slovakia,SVK,1981,1.4,NA,NA,NA,NA
Slovakia,SVK,1982,1.3,NA,NA,NA,NA
Slovakia,SVK,1983,1.4,NA,NA,NA,NA
Slovakia,SVK,1984,1.3,NA,NA,NA,NA
Slovakia,SVK,1985,1.5,NA,NA,NA,NA
Slovakia,SVK,1986,1.6,NA,NA,NA,NA
Slovakia,SVK,1987,1.6,NA,NA,NA,NA
Slovakia,SVK,1988,1.6,NA,NA,NA,NA
Slovakia,SVK,1989,1.6,NA,NA,NA,NA
Slovakia,SVK,1990,1.7,NA,NA,NA,NA
Slovakia,SVK,1991,1.5,NA,NA,NA,NA
Slovakia,SVK,1992,1.5,NA,NA,NA,NA
Slovakia,SVK,1993,1.5,NA,NA,NA,NA
Slovakia,SVK,1994,1.6,NA,NA,NA,NA
Slovakia,SVK,1995,1.7,NA,NA,NA,NA
Slovakia,SVK,1996,1.7,NA,NA,NA,NA
Slovakia,SVK,1997,1.7,NA,NA,NA,NA
Slovakia,SVK,1998,1.7,NA,NA,NA,NA
Slovakia,SVK,1999,1.8,NA,NA,NA,23.299999
Slovakia,SVK,2000,1.7,NA,NA,NA,24.1
Slovakia,SVK,2001,1.8,NA,NA,11.4,24.299999
Slovakia,SVK,2002,2,NA,NA,NA,24.700001
Slovakia,SVK,2003,2,NA,NA,NA,25.1
Slovakia,SVK,2004,2,NA,NA,NA,25.4
Slovakia,SVK,2005,2.2,NA,NA,NA,NA
Slovakia,SVK,2006,2.4000001,NA,NA,NA,26.299999
Slovakia,SVK,2007,2.3,NA,NA,NA,26.5
Slovakia,SVK,2008,2.4000001,NA,NA,NA,26.700001
Slovakia,SVK,2009,2.4000001,NA,NA,NA,26.9
Slovakia,SVK,2010,2.2,NA,NA,NA,27.200001
Slovakia,SVK,2011,2.0999999,NA,NA,10.5,NA
Slovakia,SVK,2012,2,NA,NA,NA,27.6
Slovakia,SVK,2013,2,NA,NA,NA,27.799999
Slovakia,SVK,2014,1.9,NA,NA,NA,28.1
Slovakia,SVK,2015,1.8,NA,NA,NA,28.200001
Slovakia,SVK,2016,1.7,NA,NA,NA,28.299999
Slovakia,SVK,2017,1.8,NA,NA,NA,28.6
Slovenia,SVN,1960,1,NA,NA,NA,NA
Slovenia,SVN,1961,1,NA,NA,NA,NA
Slovenia,SVN,1962,1,NA,NA,NA,NA
Slovenia,SVN,1963,1,NA,NA,NA,NA
Slovenia,SVN,1964,1,NA,NA,NA,NA
Slovenia,SVN,1965,1.1,NA,NA,NA,NA
Slovenia,SVN,1966,1.1,NA,NA,NA,NA
Slovenia,SVN,1967,1.2,NA,NA,NA,NA
Slovenia,SVN,1968,1.2,NA,NA,NA,NA
Slovenia,SVN,1969,1.2,NA,NA,NA,NA
Slovenia,SVN,1970,1.1,NA,NA,NA,NA
Slovenia,SVN,1971,1.1,NA,NA,NA,NA
Slovenia,SVN,1972,1.1,NA,NA,NA,NA
Slovenia,SVN,1973,1.2,NA,NA,NA,NA
Slovenia,SVN,1974,1.2,NA,NA,NA,NA
Slovenia,SVN,1975,1.2,NA,NA,NA,NA
Slovenia,SVN,1976,1.2,NA,NA,NA,NA
Slovenia,SVN,1977,1.3,NA,NA,NA,NA
Slovenia,SVN,1978,1.4,NA,NA,NA,NA
Slovenia,SVN,1979,1.2,NA,NA,NA,NA
Slovenia,SVN,1980,1.2,NA,NA,NA,NA
Slovenia,SVN,1981,1.3,NA,NA,NA,NA
Slovenia,SVN,1982,1.3,NA,NA,NA,NA
Slovenia,SVN,1983,1.4,NA,NA,NA,NA
Slovenia,SVN,1984,1.3,NA,NA,NA,NA
Slovenia,SVN,1985,1.3,NA,NA,NA,NA
Slovenia,SVN,1986,1.2,NA,NA,NA,NA
Slovenia,SVN,1987,1.1,NA,NA,NA,NA
Slovenia,SVN,1988,1,NA,NA,NA,NA
Slovenia,SVN,1989,1.1,NA,NA,NA,NA
Slovenia,SVN,1990,0.89999998,NA,NA,NA,23.9
Slovenia,SVN,1991,0.89999998,NA,NA,NA,24.1
Slovenia,SVN,1992,1,NA,NA,NA,24.4
Slovenia,SVN,1993,1,NA,NA,NA,24.799999
Slovenia,SVN,1994,1,NA,NA,NA,25.1
Slovenia,SVN,1995,0.80000001,NA,NA,NA,25.299999
Slovenia,SVN,1996,1,NA,NA,NA,25.6
Slovenia,SVN,1997,1,NA,NA,NA,25.9
Slovenia,SVN,1998,1,NA,NA,NA,26.200001
Slovenia,SVN,1999,1,NA,NA,NA,26.5
Slovenia,SVN,2000,1.1,NA,NA,NA,27
Slovenia,SVN,2001,1.1,NA,NA,NA,27.299999
Slovenia,SVN,2002,1.2,NA,NA,10.6,27.700001
Slovenia,SVN,2003,1.2,NA,NA,NA,27.799999
Slovenia,SVN,2004,1.2,NA,NA,NA,28.1
Slovenia,SVN,2005,1.3,NA,NA,NA,28.700001
Slovenia,SVN,2006,1.2,NA,NA,NA,28.4
Slovenia,SVN,2007,1.3,NA,NA,NA,28.6
Slovenia,SVN,2008,1.1,NA,NA,NA,28.6
Slovenia,SVN,2009,1.1,NA,NA,NA,28.5
Slovenia,SVN,2010,1.2,NA,NA,NA,29
Slovenia,SVN,2011,1.1,NA,NA,NA,29.4
Slovenia,SVN,2012,1.2,NA,NA,NA,29.4
Slovenia,SVN,2013,1.1,NA,NA,NA,29.6
Slovenia,SVN,2014,1.2,NA,NA,NA,29.700001
Slovenia,SVN,2015,1.2,NA,NA,NA,30
Slovenia,SVN,2016,1.2,NA,NA,NA,30.299999
Slovenia,SVN,2017,1.2,NA,NA,NA,30.4
Solomon Islands,SLB,1970,NA,NA,NA,NA,22.299999
Solomon Islands,SLB,1976,NA,NA,NA,NA,21.1
Solomon Islands,SLB,1986,NA,NA,NA,NA,21.200001
Solomon Islands,SLB,1999,NA,NA,NA,NA,22.6
Solomon Islands,SLB,2009,NA,NA,NA,NA,23.299999
Somalia,SOM,1980,NA,NA,NA,NA,20.1
Somalia,SOM,1982,NA,NA,NA,NA,20.6
Somalia,SOM,2006,NA,NA,NA,NA,20.4
South Africa,ZAF,1980,NA,NA,NA,NA,25.700001
South Africa,ZAF,1985,NA,NA,NA,NA,26.1
South Africa,ZAF,1991,NA,NA,NA,NA,26.799999
South Africa,ZAF,1995,0.80000001,NA,NA,NA,NA
South Africa,ZAF,1996,NA,NA,NA,12.4,27.9
South Africa,ZAF,2001,NA,NA,NA,11.3,NA
South Africa,ZAF,2004,0.69999999,NA,NA,NA,NA
South Africa,ZAF,2005,0.69999999,NA,NA,NA,NA
South Africa,ZAF,2007,NA,NA,NA,11.5,NA
South Africa,ZAF,2011,NA,NA,NA,10.5,28
South Korea,KOR,1970,0.40000001,NA,NA,NA,NA
South Korea,KOR,1971,0.30000001,NA,NA,NA,NA
South Korea,KOR,1972,0.40000001,NA,NA,NA,NA
South Korea,KOR,1973,0.40000001,NA,NA,NA,NA
South Korea,KOR,1974,0.40000001,NA,NA,NA,NA
South Korea,KOR,1975,0.5,NA,NA,NA,NA
South Korea,KOR,1976,0.5,NA,NA,NA,NA
South Korea,KOR,1977,0.60000002,NA,NA,NA,NA
South Korea,KOR,1978,0.5,NA,NA,NA,NA
South Korea,KOR,1979,0.5,NA,NA,NA,NA
South Korea,KOR,1980,0.60000002,NA,NA,NA,NA
South Korea,KOR,1981,0.60000002,NA,NA,NA,NA
South Korea,KOR,1982,0.69999999,NA,NA,NA,NA
South Korea,KOR,1983,0.69999999,NA,NA,NA,NA
South Korea,KOR,1984,0.89999998,NA,NA,NA,NA
South Korea,KOR,1985,0.89999998,NA,NA,NA,NA
South Korea,KOR,1986,0.89999998,NA,NA,NA,NA
South Korea,KOR,1987,1,NA,NA,NA,NA
South Korea,KOR,1988,1,NA,NA,NA,NA
South Korea,KOR,1989,1,NA,NA,NA,NA
South Korea,KOR,1990,1.1,NA,NA,NA,NA
South Korea,KOR,1991,1.1,NA,NA,NA,NA
South Korea,KOR,1992,1.2,NA,NA,NA,NA
South Korea,KOR,1993,1.3,NA,NA,NA,NA
South Korea,KOR,1994,1.4,NA,NA,NA,NA
South Korea,KOR,1995,1.5,NA,NA,NA,NA
South Korea,KOR,1996,1.7,NA,NA,NA,NA
South Korea,KOR,1997,2,NA,NA,NA,NA
South Korea,KOR,1998,2.5,NA,NA,NA,NA
South Korea,KOR,1999,2.5,NA,NA,NA,NA
South Korea,KOR,2000,2.5,NA,NA,NA,NA
South Korea,KOR,2001,2.8,NA,NA,NA,NA
South Korea,KOR,2002,3,NA,NA,NA,NA
South Korea,KOR,2003,3.4000001,NA,NA,NA,NA
South Korea,KOR,2004,2.9000001,NA,NA,NA,NA
South Korea,KOR,2005,2.5999999,NA,NA,8.6,NA
South Korea,KOR,2006,2.5,NA,NA,NA,NA
South Korea,KOR,2007,2.5,NA,NA,NA,NA
South Korea,KOR,2008,2.4000001,NA,NA,NA,NA
South Korea,KOR,2009,2.5,NA,NA,NA,NA
South Korea,KOR,2010,2.3,NA,NA,9.2,NA
South Korea,KOR,2011,2.3,NA,NA,NA,NA
South Korea,KOR,2012,2.3,NA,NA,NA,NA
South Korea,KOR,2013,2.3,NA,NA,NA,NA
South Korea,KOR,2014,2.3,NA,NA,NA,NA
South Korea,KOR,2015,2.0999999,NA,NA,NA,NA
South Korea,KOR,2016,2.0999999,NA,NA,NA,NA
South Korea,KOR,2017,2.0999999,NA,NA,NA,NA
South Sudan,SSD,1973,NA,NA,NA,NA,18.700001
South Sudan,SSD,1983,NA,NA,NA,NA,20.700001
South Sudan,SSD,1993,NA,NA,NA,NA,20.5
South Sudan,SSD,2008,NA,NA,NA,15,20.700001
Spain,ESP,1981,0.30000001,NA,NA,NA,NA
Spain,ESP,1982,0.60000002,NA,NA,NA,NA
Spain,ESP,1983,0.5,NA,NA,NA,NA
Spain,ESP,1984,0.5,NA,NA,NA,NA
Spain,ESP,1985,0.5,NA,NA,NA,NA
Spain,ESP,1986,0.5,NA,NA,NA,NA
Spain,ESP,1987,0.5,NA,NA,NA,NA
Spain,ESP,1988,0.60000002,NA,NA,NA,NA
Spain,ESP,1989,0.60000002,NA,NA,NA,NA
Spain,ESP,1990,0.60000002,NA,NA,NA,25.6
Spain,ESP,1991,0.69999999,NA,NA,NA,25.9
Spain,ESP,1992,0.69999999,NA,NA,NA,26.200001
Spain,ESP,1993,0.69999999,NA,NA,NA,26.6
Spain,ESP,1994,0.80000001,NA,NA,NA,26.9
Spain,ESP,1995,0.80000001,NA,NA,NA,27.1
Spain,ESP,1996,0.80000001,NA,NA,NA,27.4
Spain,ESP,1997,0.89999998,NA,NA,NA,27.6
Spain,ESP,1998,0.89999998,NA,NA,NA,27.799999
Spain,ESP,1999,0.89999998,NA,NA,NA,28
Spain,ESP,2000,0.89999998,NA,NA,NA,28.1
Spain,ESP,2001,1,NA,NA,8.1,NA
Spain,ESP,2002,1,NA,NA,NA,28.6
Spain,ESP,2003,1.1,NA,NA,NA,28.9
Spain,ESP,2004,1.2,NA,NA,NA,29.200001
Spain,ESP,2005,1.7,NA,NA,NA,29.4
Spain,ESP,2006,2.9000001,NA,NA,NA,29.6
Spain,ESP,2007,2.8,NA,NA,NA,29.799999
Spain,ESP,2008,2.4000001,NA,NA,NA,30.1
Spain,ESP,2009,2.0999999,NA,NA,NA,30.5
Spain,ESP,2010,2.2,NA,NA,NA,30.9
Spain,ESP,2011,2.2,NA,NA,9.4,31.299999
Spain,ESP,2012,2.2,NA,NA,NA,31.6
Spain,ESP,2013,2,NA,NA,NA,32.200001
Spain,ESP,2014,2.2,NA,NA,NA,32.299999
Spain,ESP,2015,2.0999999,NA,NA,NA,32.700001
Spain,ESP,2016,2.0999999,NA,NA,NA,33
Spain,ESP,2017,2.0999999,NA,NA,NA,33.200001
Sri Lanka,LKA,1971,NA,NA,NA,NA,23.5
Sri Lanka,LKA,1972,0.1,NA,NA,NA,NA
Sri Lanka,LKA,1981,NA,NA,NA,NA,24.4
Sri Lanka,LKA,1985,0.1,NA,NA,NA,NA
Sri Lanka,LKA,1988,0.2,NA,NA,NA,NA
Sri Lanka,LKA,2001,NA,NA,NA,NA,23.799999
Sri Lanka,LKA,2012,NA,NA,NA,NA,23.4
Sudan,SDN,1978,NA,NA,NA,NA,21.4
Sudan,SDN,1989,NA,NA,NA,NA,24.1
Sudan,SDN,2000,NA,NA,NA,NA,15
Sudan,SDN,2008,NA,NA,NA,12.8,NA
Sudan,SDN,2010,NA,NA,NA,NA,22
Sudan,SDN,2014,NA,NA,NA,NA,21.9
Suriname,SUR,1962,0.80000001,NA,NA,NA,NA
Suriname,SUR,1980,1.1,NA,NA,NA,NA
Suriname,SUR,1995,1.3,NA,NA,NA,NA
Suriname,SUR,1999,NA,NA,NA,NA,20.799999
Suriname,SUR,2004,1.2,NA,NA,NA,NA
Suriname,SUR,2005,1.5,NA,NA,NA,NA
Suriname,SUR,2006,NA,NA,NA,NA,22.700001
Suriname,SUR,2010,NA,NA,NA,NA,22.799999
Sweden,SWE,1960,1.2,NA,NA,NA,NA
Sweden,SWE,1961,1.2,NA,NA,NA,NA
Sweden,SWE,1962,1.2,NA,NA,NA,NA
Sweden,SWE,1963,1.1,NA,NA,NA,NA
Sweden,SWE,1964,1.2,NA,NA,NA,NA
Sweden,SWE,1965,1.2,NA,NA,NA,NA
Sweden,SWE,1966,1.3,NA,NA,NA,NA
Sweden,SWE,1967,1.4,NA,NA,NA,NA
Sweden,SWE,1968,1.4,NA,NA,NA,NA
Sweden,SWE,1969,1.5,NA,NA,NA,NA
Sweden,SWE,1970,1.6,NA,NA,NA,NA
Sweden,SWE,1971,1.7,NA,NA,NA,NA
Sweden,SWE,1972,1.9,NA,NA,NA,NA
Sweden,SWE,1973,2,NA,NA,NA,NA
Sweden,SWE,1974,3.3,NA,NA,NA,NA
Sweden,SWE,1975,3.0999999,NA,NA,NA,NA
Sweden,SWE,1976,2.5999999,NA,NA,NA,NA
Sweden,SWE,1977,2.5,NA,NA,NA,NA
Sweden,SWE,1978,2.5,NA,NA,NA,NA
Sweden,SWE,1979,2.5,NA,NA,NA,NA
Sweden,SWE,1980,2.4000001,NA,NA,NA,NA
Sweden,SWE,1981,2.4000001,NA,NA,NA,NA
Sweden,SWE,1982,2.5,NA,NA,NA,NA
Sweden,SWE,1983,2.5,NA,NA,NA,NA
Sweden,SWE,1984,2.4000001,NA,NA,NA,NA
Sweden,SWE,1985,2.4000001,NA,NA,NA,NA
Sweden,SWE,1986,2.3,NA,NA,NA,NA
Sweden,SWE,1987,2.2,NA,NA,NA,NA
Sweden,SWE,1988,2.0999999,NA,NA,NA,NA
Sweden,SWE,1989,2.2,NA,NA,NA,NA
Sweden,SWE,1990,2.3,NA,NA,NA,27.700001
Sweden,SWE,1991,2.3,NA,NA,NA,27.9
Sweden,SWE,1992,2.5,NA,NA,NA,28.200001
Sweden,SWE,1993,2.5,NA,NA,NA,28.299999
Sweden,SWE,1994,2.5,NA,NA,NA,28.700001
Sweden,SWE,1995,2.5999999,NA,NA,NA,NA
Sweden,SWE,1996,2.4000001,NA,NA,NA,29.200001
Sweden,SWE,1997,2.4000001,NA,NA,NA,29.5
Sweden,SWE,1998,2.3,12.19999981,Mean duration,NA,29.700001
Sweden,SWE,1999,2.4000001,12.30000019,Mean duration,NA,30.200001
Sweden,SWE,2000,2.4000001,12.39999962,Mean duration,NA,30.4
Sweden,SWE,2001,2.4000001,12.39999962,Mean duration,NA,30.299999
Sweden,SWE,2002,2.4000001,12.39999962,Mean duration,NA,30.6
Sweden,SWE,2003,2.4000001,12.60000038,Mean duration,NA,31
Sweden,SWE,2004,2.2,12.30000019,Mean duration,NA,31.299999
Sweden,SWE,2005,2.2,12.30000019,Mean duration,NA,31.700001
Sweden,SWE,2006,2.2,12,Mean duration,NA,31.5
Sweden,SWE,2007,2.3,11.69999981,Mean duration,NA,NA
Sweden,SWE,2008,2.3,11.39999962,Mean duration,NA,32.299999
Sweden,SWE,2009,2.4000001,11.19999981,Mean duration,NA,32.299999
Sweden,SWE,2010,2.5,10.80000019,Mean duration,NA,32.700001
Sweden,SWE,2011,2.5,10.80000019,Mean duration,NA,33
Sweden,SWE,2012,2.5,10.60000038,Mean duration,NA,33.299999
Sweden,SWE,2013,2.8,10.69999981,Mean duration,NA,33
Sweden,SWE,2014,2.7,10.80000019,Mean duration,NA,33.299999
Sweden,SWE,2015,2.5,10.89999962,Mean duration,NA,33.599998
Sweden,SWE,2016,2.4000001,11.10000038,Mean duration,NA,33.799999
Sweden,SWE,2017,2.4000001,11.19999981,Mean duration,NA,33.799999
Sweden,SWE,2018,NA,11.30000019,Mean duration,NA,NA
Sweden,SWE,2019,NA,11.39999962,Mean duration,NA,NA
Switzerland,CHE,1960,0.89999998,NA,NA,NA,NA
Switzerland,CHE,1961,0.89999998,NA,NA,NA,NA
Switzerland,CHE,1962,0.80000001,NA,NA,NA,NA
Switzerland,CHE,1963,0.80000001,NA,NA,NA,NA
Switzerland,CHE,1964,0.80000001,NA,NA,NA,NA
Switzerland,CHE,1965,0.80000001,NA,NA,NA,NA
Switzerland,CHE,1966,0.80000001,NA,NA,NA,NA
Switzerland,CHE,1967,0.89999998,NA,NA,NA,NA
Switzerland,CHE,1968,0.89999998,NA,NA,NA,NA
Switzerland,CHE,1969,1,NA,NA,NA,NA
Switzerland,CHE,1970,1,NA,NA,NA,NA
Switzerland,CHE,1971,1.1,NA,NA,NA,NA
Switzerland,CHE,1972,1.2,NA,NA,NA,NA
Switzerland,CHE,1973,1.3,NA,NA,NA,NA
Switzerland,CHE,1974,1.3,NA,NA,NA,NA
Switzerland,CHE,1975,1.4,NA,NA,NA,NA
Switzerland,CHE,1976,1.5,NA,NA,NA,NA
Switzerland,CHE,1977,1.7,NA,NA,NA,NA
Switzerland,CHE,1978,1.7,NA,NA,NA,NA
Switzerland,CHE,1979,1.7,NA,NA,NA,NA
Switzerland,CHE,1980,1.7,NA,NA,NA,NA
Switzerland,CHE,1981,1.8,NA,NA,NA,NA
Switzerland,CHE,1982,1.8,NA,NA,NA,NA
Switzerland,CHE,1983,1.8,NA,NA,NA,NA
Switzerland,CHE,1984,1.7,NA,NA,NA,NA
Switzerland,CHE,1985,1.8,NA,NA,NA,NA
Switzerland,CHE,1986,1.8,NA,NA,NA,NA
Switzerland,CHE,1987,1.8,NA,NA,NA,NA
Switzerland,CHE,1988,1.9,NA,NA,NA,NA
Switzerland,CHE,1989,1.9,NA,NA,NA,NA
Switzerland,CHE,1990,2,NA,NA,NA,27
Switzerland,CHE,1991,2,NA,NA,NA,27.1
Switzerland,CHE,1992,2.0999999,NA,NA,NA,27.1
Switzerland,CHE,1993,2.2,NA,NA,NA,27.200001
Switzerland,CHE,1994,2.2,NA,NA,NA,27.4
Switzerland,CHE,1995,2.2,NA,NA,NA,27.5
Switzerland,CHE,1996,2.3,NA,NA,NA,NA
Switzerland,CHE,1997,2.4000001,NA,NA,NA,27.799999
Switzerland,CHE,1998,2.5,NA,NA,NA,27.9
Switzerland,CHE,1999,2.9000001,NA,NA,NA,28
Switzerland,CHE,2000,1.5,NA,NA,5.4,28.200001
Switzerland,CHE,2001,2.2,NA,NA,NA,28.4
Switzerland,CHE,2002,2.2,NA,NA,NA,NA
Switzerland,CHE,2003,2.3,NA,NA,NA,28.700001
Switzerland,CHE,2004,2.4000001,NA,NA,NA,29
Switzerland,CHE,2005,2.9000001,NA,NA,NA,29.1
Switzerland,CHE,2006,2.8,NA,NA,NA,29.1
Switzerland,CHE,2007,2.5999999,NA,NA,NA,29.299999
Switzerland,CHE,2008,2.5999999,NA,NA,NA,29.6
Switzerland,CHE,2009,2.5,NA,NA,NA,29.6
Switzerland,CHE,2010,2.8,NA,NA,NA,29.799999
Switzerland,CHE,2011,2.2,NA,NA,NA,29.9
Switzerland,CHE,2012,2.2,NA,NA,NA,29.9
Switzerland,CHE,2013,2.0999999,NA,NA,NA,30.1
Switzerland,CHE,2014,2,NA,NA,NA,30.1
Switzerland,CHE,2015,2.0999999,NA,NA,NA,30.200001
Switzerland,CHE,2016,2,NA,NA,NA,30.4
Switzerland,CHE,2017,1.9,NA,NA,NA,30.4
Syria,SYR,1970,0.60000002,NA,NA,NA,NA
Syria,SYR,1978,NA,NA,NA,NA,22.200001
Syria,SYR,1985,0.60000002,NA,NA,NA,NA
Syria,SYR,1996,0.80000001,NA,NA,NA,NA
Syria,SYR,2001,NA,NA,NA,NA,25.4
Syria,SYR,2005,0.89999998,NA,NA,NA,NA
Syria,SYR,2006,1,NA,NA,NA,25.4
Taiwan,TWN,1980,NA,NA,NA,NA,23.799999
Taiwan,TWN,1990,NA,NA,NA,NA,25.9
Taiwan,TWN,2000,NA,NA,NA,NA,27.6
Tajikistan,TJK,1970,1.1,NA,NA,NA,NA
Tajikistan,TJK,1985,1.5,NA,NA,NA,NA
Tajikistan,TJK,1994,0.80000001,NA,NA,NA,NA
Tajikistan,TJK,2000,NA,NA,NA,NA,21.4
Tajikistan,TJK,2005,0.40000001,NA,NA,NA,22.9
Tajikistan,TJK,2006,0.40000001,NA,NA,NA,NA
Tajikistan,TJK,2012,NA,NA,NA,5.5,21.9
Tajikistan,TJK,2017,NA,NA,NA,NA,20.700001
Tanzania,TZA,1973,NA,NA,NA,NA,18.5
Tanzania,TZA,1991,NA,NA,NA,NA,20.5
Tanzania,TZA,1992,NA,NA,NA,6.1,NA
Tanzania,TZA,1994,NA,NA,NA,NA,20.5
Tanzania,TZA,1996,NA,NA,NA,7.7,20.5
Tanzania,TZA,1999,NA,NA,NA,6.8,20.4
Tanzania,TZA,2003,NA,NA,NA,NA,20.700001
Tanzania,TZA,2004,NA,NA,NA,8.5,20
Tanzania,TZA,2007,NA,NA,NA,8.5,20.299999
Tanzania,TZA,2009,NA,NA,NA,NA,21
Tanzania,TZA,2010,NA,NA,NA,8.4,NA
Tanzania,TZA,2011,NA,NA,NA,NA,20.9
Tanzania,TZA,2012,NA,NA,NA,7.8,NA
Tanzania,TZA,2015,NA,NA,NA,7.3,21
Thailand,THA,1970,NA,NA,NA,6.7,22
Thailand,THA,1978,0.5,NA,NA,NA,NA
Thailand,THA,1980,NA,NA,NA,6.6,22.799999
Thailand,THA,1985,0.60000002,NA,NA,NA,NA
Thailand,THA,1990,NA,NA,NA,6.9,23.5
Thailand,THA,1995,0.89999998,NA,NA,NA,NA
Thailand,THA,2000,NA,NA,NA,7.6,24.1
Thailand,THA,2004,1.4,NA,NA,NA,NA
